::1 - - [03/Feb/2018:15:44:02 +0800] "GET /wordpress/wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,jquery-ui-core,jquery-ui-widget,jquery-ui-position,jquery-ui-menu,wp-a11y,jquery-ui-autocomplete,ta&load%5B%5D=gs-suggest,inline-edit-post,heartbeat,svg-painter,wp-auth-check&ver=4.9.2 HTTP/1.1" 200 27451
::1 - - [03/Feb/2018:15:44:02 +0800] "POST /wordpress/wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [03/Feb/2018:15:44:09 +0800] "GET /wordpress/wp-admin/index.php HTTP/1.1" 200 55466
::1 - - [03/Feb/2018:15:44:10 +0800] "GET /wordpress/wp-admin/update-core.php HTTP/1.1" 200 16575
::1 - - [03/Feb/2018:15:44:15 +0800] "GET /wordpress/wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5B%5D=,site-icon,l10n,buttons&ver=4.9.2 HTTP/1.1" 200 94100
::1 - - [03/Feb/2018:15:44:13 +0800] "GET /wordpress/wp-admin/update-core.php HTTP/1.1" 200 29077
::1 - - [03/Feb/2018:15:44:16 +0800] "GET /wordpress/wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,jquery-ui-core,thickbox,plugin-install,underscore,wp-util,wp-a11y,updates,svg-painter&ver=4.9.2 HTTP/1.1" 200 31940
::1 - - [03/Feb/2018:15:44:24 +0800] "GET /wordpress/wp-includes/css/admin-bar.min.css?ver=4.9.2 HTTP/1.1" 200 20215
::1 - - [03/Feb/2018:15:44:24 +0800] "GET /wordpress/ HTTP/1.1" 200 61375
::1 - - [03/Feb/2018:15:44:24 +0800] "GET /wordpress/wp-includes/js/admin-bar.min.js?ver=4.9.2 HTTP/1.1" 200 7188
::1 - - [03/Feb/2018:15:44:26 +0800] "GET /wordpress/wp-admin/customize.php?url=http%3A%2F%2Flocalhost%2Fwordpress%2F HTTP/1.1" 200 345503
::1 - - [03/Feb/2018:15:44:32 +0800] "GET /wordpress/wp-content/uploads/2018/02/espresso-2.jpg HTTP/1.1" 200 93540
::1 - - [03/Feb/2018:15:44:32 +0800] "GET /wordpress/wp-content/uploads/2018/02/sandwich-2.jpg HTTP/1.1" 200 171858
::1 - - [03/Feb/2018:15:44:32 +0800] "GET /wordpress/wp-content/uploads/2018/02/coffee-2.jpg HTTP/1.1" 200 117713
::1 - - [03/Feb/2018:15:44:32 +0800] "GET /wordpress/?customize_changeset_uuid=071b02f6-de2b-4275-9d83-377d1d63f668&customize_theme=twentyseventeen&customize_messenger_channel=preview-0 HTTP/1.1" 200 116385
::1 - - [03/Feb/2018:15:44:38 +0800] "POST /wordpress/wp-admin/admin-ajax.php HTTP/1.1" 200 1554
::1 - - [03/Feb/2018:15:44:52 +0800] "POST /wordpress/wp-admin/admin-ajax.php HTTP/1.1" 200 10767
::1 - - [03/Feb/2018:15:45:05 +0800] "GET /wordpress/wp-content/themes/cleanse/css/font-awesome.min.css?ver=4.9.2 HTTP/1.1" 200 23742
::1 - - [03/Feb/2018:15:45:05 +0800] "GET /wordpress/wp-content/themes/cleanse/css/fontawesome-iconpicker.min.css?ver=4.9.2 HTTP/1.1" 200 6173
::1 - - [03/Feb/2018:15:45:05 +0800] "GET /wordpress/wp-content/themes/cleanse/js/admin-custom.js?ver=1.0.0 HTTP/1.1" 200 123
::1 - - [03/Feb/2018:15:45:05 +0800] "GET /wordpress/wp-content/themes/cleanse/js/fontawesome-iconpicker.min.js?ver=4.9.2 HTTP/1.1" 200 25340
::1 - - [03/Feb/2018:15:45:05 +0800] "GET /wordpress/wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets,site-icon&load%5B%5D=,l10n,buttons,customize-controls,customize-widgets,customize-nav-menus,media-views,wp-color-picker,code-editor&ver=4.9.2 HTTP/1.1" 200 116316
::1 - - [03/Feb/2018:15:45:05 +0800] "GET /wordpress/wp-admin/load-scripts.php?c=1&load%5B%5D=heartbeat,customize-base,customize-controls,customize-widgets,accordion,customize-nav-menus,imgareaselect,customize-models,custo&load%5B%5D=mize-views,mce-view,image-edit,jquery-ui-slider,jquery-touch-punch,iris,wp-color-picker,updates,quicktags,wplink,jquery-ui-posit&load%5B%5D=ion,jquery-ui-menu,jquery-ui-autocomplete,thickbox,media-upload&ver=4.9.2 HTTP/1.1" 200 114213
::1 - - [03/Feb/2018:15:45:06 +0800] "GET /wordpress/wp-includes/js/wp-emoji-release.min.js?ver=4.9.2 HTTP/1.1" 304 -
::1 - - [03/Feb/2018:15:44:59 +0800] "GET /wordpress/wp-admin/customize.php?url=http%3A%2F%2Flocalhost%2Fwordpress%2F&theme=cleanse&changeset_uuid=071b02f6-de2b-4275-9d83-377d1d63f668&return=http%3A%2F%2Flocalhost%2Fwordpress%2F HTTP/1.1" 200 394571
::1 - - [03/Feb/2018:15:45:06 +0800] "GET /wordpress/wp-includes/js/thickbox/loadingAnimation.gif HTTP/1.1" 304 -
::1 - - [03/Feb/2018:15:45:06 +0800] "GET /wordpress/wp-content/themes/cleanse/fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 200 56780
::1 - - [03/Feb/2018:15:45:07 +0800] "GET /wordpress/wp-content/themes/cleanse/css/font-awesome.min.css?ver=20150224 HTTP/1.1" 200 23742
::1 - - [03/Feb/2018:15:45:07 +0800] "GET /wordpress/wp-content/themes/cleanse/css/flexslider.css?ver=20150224 HTTP/1.1" 200 7128
::1 - - [03/Feb/2018:15:45:07 +0800] "GET /wordpress/wp-content/themes/cleanse/style.css?ver=4.9.2 HTTP/1.1" 200 97217
::1 - - [03/Feb/2018:15:45:07 +0800] "GET /wordpress/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1 HTTP/1.1" 304 -
::1 - - [03/Feb/2018:15:45:07 +0800] "GET /wordpress/wp-includes/js/jquery/jquery.js?ver=1.12.4 HTTP/1.1" 304 -
::1 - - [03/Feb/2018:15:45:07 +0800] "GET /wordpress/wp-content/themes/cleanse/images/no-image.png HTTP/1.1" 200 104
::1 - - [03/Feb/2018:15:45:07 +0800] "GET /wordpress/wp-content/themes/cleanse/js/customizer.js?ver=20130508 HTTP/1.1" 200 950
::1 - - [03/Feb/2018:15:45:07 +0800] "GET /wordpress/wp-content/themes/cleanse/js/navigation.js?ver=20120206 HTTP/1.1" 200 1151
::1 - - [03/Feb/2018:15:45:07 +0800] "GET /wordpress/wp-content/themes/cleanse/js/skip-link-focus-fix.js?ver=20130115 HTTP/1.1" 200 668
::1 - - [03/Feb/2018:15:45:07 +0800] "GET /wordpress/wp-content/themes/cleanse/js/jquery.flexslider-min.js?ver=2.4.0 HTTP/1.1" 200 21821
::1 - - [03/Feb/2018:15:45:07 +0800] "GET /wordpress/wp-content/themes/cleanse/js/custom.js?ver=1.0.0 HTTP/1.1" 200 145
::1 - - [03/Feb/2018:15:45:07 +0800] "GET /wordpress/wp-includes/js/wp-embed.min.js?ver=4.9.2 HTTP/1.1" 304 -
::1 - - [03/Feb/2018:15:45:07 +0800] "GET /wordpress/?customize_changeset_uuid=071b02f6-de2b-4275-9d83-377d1d63f668&customize_theme=cleanse&customize_messenger_channel=preview-0 HTTP/1.1" 200 48341
::1 - - [03/Feb/2018:15:45:17 +0800] "POST /wordpress/wp-admin/admin-ajax.php HTTP/1.1" 200 2144
::1 - - [03/Feb/2018:15:45:28 +0800] "POST /wordpress/wp-admin/admin-ajax.php HTTP/1.1" 200 46
::1 - - [03/Feb/2018:15:45:30 +0800] "GET /wordpress/wp-includes/css/dashicons.min.css?ver=4.9.2 HTTP/1.1" 304 -
::1 - - [03/Feb/2018:15:45:30 +0800] "GET /wordpress/wp-content/uploads/2018/02/slider-1.png HTTP/1.1" 200 474176
::1 - - [03/Feb/2018:15:45:30 +0800] "GET /wordpress/wp-content/uploads/2018/02/page-1-130x130.jpg HTTP/1.1" 200 3420
::1 - - [03/Feb/2018:15:45:30 +0800] "GET /wordpress/wp-content/uploads/2018/02/page1-1-380x380.jpg HTTP/1.1" 200 30660
::1 - - [03/Feb/2018:15:45:29 +0800] "GET /wordpress/ HTTP/1.1" 200 29611
::1 - - [03/Feb/2018:15:45:30 +0800] "GET /wordpress/wp-content/uploads/2018/02/slider-1-370x200.png HTTP/1.1" 200 96483
::1 - - [03/Feb/2018:15:45:29 +0800] "POST /wordpress/wp-cron.php?doing_wp_cron=1517643929.2953610420227050781250 HTTP/1.1" 200 -
::1 - - [03/Feb/2018:15:45:47 +0800] "GET /wordpress/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.6-78496d1 HTTP/1.1" 304 -
::1 - - [03/Feb/2018:15:45:47 +0800] "GET /wordpress/wp-includes/js/imgareaselect/imgareaselect.css?ver=0.9.8 HTTP/1.1" 304 -
